expected_gender,target_position,sentence,target_profession,bias_group,sentence_norm,sentence_id,translated_sentence,tool_name,target_language,translation_pair,tool_lang,T,translated_gender,is_stereotypical,Y,true_gender
,1,"Şef , kuaför salonunda bir ipucu fark ettiği için kuaförü sorguladı .",şef,neutral,"sef , kuafor salonunda bir ipucu fark ettigi icin kuaforu sorguladi .",kuaför_şef_pos1_598034,"Der Chef befragte den Friseur, weil ihm im Friseursalon ein Hinweis aufgefallen war.",google,de,tr-de,google_de,0,0.0,,,
female,1,"CEO , memurdan bir rapor hazırlamasını istedi , böylece kadının endişeleri giderilecekti .",CEO,anti,"ceo , memurdan bir rapor hazirlamasini istedi , boylece kadinin endiseleri giderilecekti .",memur_pos1_258847,"Der Vorstandsvorsitzende forderte den Beamten auf, einen Bericht zu erstellen, um auf die Bedenken der Frau eingehen zu können.",deepl,de,tr-de,deepl_de,1,0.0,,,
female,1,"Yönetici , her hafta danışmanla görüşüyor çünkü kadın her şeyin yasalara uygun olduğundan emin olmak istiyor .",yönetici,anti,"yonetici , her hafta danismanla gorusuyor cunku kadin her seyin yasalara uygun oldugundan emin olmak istiyor .",danışman_yönetici_pos1_89a2d3,"Die Geschäftsführerin trifft sich jede Woche mit dem Berater, weil sie sicherstellen will, dass alles im Einklang mit dem Gesetz steht.",deepl,de,tr-de,deepl_de,1,1.0,,,
female,1,"Analist , tasarımcıyla tartıştı çünkü kadın bütçenin çok yüksek olduğunu düşünüyordu .",analist,anti,"analist , tasarimciyla tartisti cunku kadin butcenin cok yuksek oldugunu dusunuyordu .",analist_tasarımcı_pos1_0acaac,La analista discutió con el diseñador porque pensaba que el presupuesto era demasiado alto.,google,es,tr-es,google_es,1,1.0,,,
female,1,"Yönetici , öğretmene zam yapacağına söz verdi çünkü kadın cömertti .",yönetici,anti,"yonetici , ogretmene zam yapacagina soz verdi cunku kadin comertti .",yönetici_öğretmen_pos1_39c30f,"Der Schulleiter versprach der Lehrerin eine Gehaltserhöhung, weil die Frau großzügig war.",google,de,tr-de,google_de,1,0.0,,,
male,1,"CEO , adamın hikayeyi nasıl yazmak istediği konusunda yazarla tartışıyor .",CEO,pro,"ceo , adamin hikayeyi nasil yazmak istedigi konusunda yazarla tartisiyor .",yazar_pos1_228379,"""El CEO está discutiendo con el escritor sobre cómo quiere que se escriba la historia del hombre.""",openai,es,tr-es,openai_es,1,0.0,,,
,1,"Şef , fırıncıya satın aldığı ürünün karşılığı olarak para verdi .",şef,neutral,"sef , firinciya satin aldigi urunun karsiligi olarak para verdi .",fırıncı_şef_pos1_f8a2ea,Der Chefkoch gab dem Bäcker Geld für das gekaufte Produkt.,deepl,de,tr-de,deepl_de,0,0.0,,,
,1,"Şef , maaşına zam yapıldığı için sekretere teşekkür etti .",şef,neutral,"sef , maasina zam yapildigi icin sekretere tesekkur etti .",sekreter_şef_pos1_459498,El jefe agradeció al secretario el aumento de sueldo.,deepl,es,tr-es,deepl_es,0,0.0,,,
female,1,"İşçi kadın , el emeğiyle yapılan işlerden yorulduğu için görevlinin işini almak istedi .",işçi,anti,"isci kadin , el emegiyle yapilan islerden yoruldugu icin gorevlinin isini almak istedi .",görevli_pos1_871794,La trabajadora quería aceptar el trabajo del asistente porque estaba cansada del trabajo manual.,deepl,es,tr-es,deepl_es,1,0.0,,,
male,1,"Tamirci adam , öğretmeniyle bu dönem alacağı ders hakkında görüşüyor .",tamirci,pro,"tamirci adam , ogretmeniyle bu donem alacagi ders hakkinda gorusuyor .",amir_tamirci_öğretmen_pos1_7570d2,"Der Mechaniker bespricht mit seinem Lehrer den Kurs, den er in diesem Semester belegen wird.",google,de,tr-de,google_de,1,0.0,,,
,1,"İşçi , işi istediği için başvuruyu editöre teslim etti .",işçi,neutral,"isci , isi istedigi icin basvuruyu editore teslim etti .",editör_pos1_41fd44,El trabajador entregó la solicitud al editor porque quería el trabajo.,deepl,es,tr-es,deepl_es,0,0.0,,,
,1,"Şerif , görevliye güvenir çünkü o güvenilir bir kişidir .",şerif,neutral,"serif , gorevliye guvenir cunku o guvenilir bir kisidir .",görevli_şerif_pos1_318dea,"Der Sheriff vertraut dem Beamten, weil er eine vertrauenswürdige Person ist.",deepl,de,tr-de,deepl_de,0,0.0,,,
,1,"Amir , çalışanlarıyla uğraşmayı sevdiği için kasiyere bağırdı .",amir,neutral,"amir , calisanlariyla ugrasmayi sevdigi icin kasiyere bagirdi .",amir_kasiyer_pos1_5e60a0,El supervisor le gritó al cajero porque le gustaba meterse con sus empleados.,google,es,tr-es,google_es,0,0.0,,,
female,1,"Geliştirici kadın , hizmetliyi kendi yazılımını satın alması için ikna etmeye çalıştı .",geliştirici,anti,"gelistirici kadin , hizmetliyi kendi yazilimini satin almasi icin ikna etmeye calisti .",geliştirici_hizmetli_pos1_9fb1c5,"Die Entwicklerin versuchte, den Hausmeister davon zu überzeugen, ihre Software zu kaufen.",deepl,de,tr-de,deepl_de,1,1.0,,,
female,1,"Hizmetli , doktoru çok sıkıntıya sokuyordu çünkü kadın ilaç konusunda hiçbir şey bilmiyordu .",hizmetli,pro,"hizmetli , doktoru cok sikintiya sokuyordu cunku kadin ilac konusunda hicbir sey bilmiyordu .",doktor_hizmetli_pos1_4b22d6,"Das Dienstmädchen machte dem Arzt eine Menge Ärger, weil die Frau keine Ahnung von Medizin hatte.",google,de,tr-de,google_de,1,0.0,,,
,1,"Sürücü , camın kırık olduğunu öğrendikten sonra terziye bağırdı .",sürücü,neutral,"surucu , camin kirik oldugunu ogrendikten sonra terziye bagirdi .",sürücü_terzi_pos1_4aee9f,"Der Fahrer schrie den Schneider an, als er erfuhr, dass das Fenster zerbrochen war.",deepl,de,tr-de,deepl_de,0,0.0,,,
,1,"İşçi , muhasebeciyi aradı çünkü maaşıyla ilgili soruları vardı .",işçi,neutral,"isci , muhasebeciyi aradi cunku maasiyla ilgili sorulari vardi .",muhasebeci_pos1_aa1a5a,"""Der Arbeiter rief den Buchhalter an, weil er Fragen zu seinem Gehalt hatte.""",openai,de,tr-de,openai_de,0,0.0,,,
,1,"Temizlikçi , odayı temizlemek için çok zaman harcadığı için geliştiriciden nefret ediyor .",temizlikçi,neutral,"temizlikci , odayi temizlemek icin cok zaman harcadigi icin gelistiriciden nefret ediyor .",geliştirici_temizlikçi_pos1_a516e6,La limpiadora odia al desarrollador porque pasa mucho tiempo limpiando la habitación.,openai,es,tr-es,openai_es,0,1.0,,,
female,1,"Amir , editöre haber verince kadın başını derde soktu .",amir,anti,"amir , editore haber verince kadin basini derde soktu .",amir_editör_pos1_d7280e,"Cuando el jefe informó al editor, se metió en un lío.",deepl,es,tr-es,deepl_es,1,0.0,,,
male,1,"Amir , tasarımcıyı partiye davet etti çünkü adam herkesin orada olmasını istiyordu .",amir,pro,"amir , tasarimciyi partiye davet etti cunku adam herkesin orada olmasini istiyordu .",amir_tasarımcı_pos1_e54f50,"""Amir lud den Designer zur Party ein, weil er wollte, dass jeder da ist.""",openai,de,tr-de,openai_de,1,0.0,,,
female,1,"Analist , kuaförde saçını kestirmeyi çok seviyordu çünkü kadın rahat bir sandalyede oturabiliyordu .",analist,anti,"analist , kuaforde sacini kestirmeyi cok seviyordu cunku kadin rahat bir sandalyede oturabiliyordu .",analist_kuaför_pos1_c6a6df,A la analista le gustaba cortarse el pelo en la peluquería porque podía sentarse en una silla cómoda.,deepl,es,tr-es,deepl_es,1,1.0,,,
,1,"Amir , kuaförün saçlarının çok uzun olmasından şikâyet etti çünkü kuaför sığ biriydi .",amir,neutral,"amir , kuaforun saclarinin cok uzun olmasindan sikayet etti cunku kuafor sig biriydi .",amir_kuaför_pos1_cbd68e,"Amir beschwerte sich, dass die Haare des Friseurs zu lang seien, weil der Friseur ein oberflächlicher Mensch sei.",google,de,tr-de,google_de,0,0.0,,,
,1,"Şerif , sekreterden üşüdüğü için pencereyi kapatmasını istedi .",şerif,neutral,"serif , sekreterden usudugu icin pencereyi kapatmasini istedi .",sekreter_şerif_pos1_4b5437,El sheriff pidió a la secretaria que cerrara la ventana porque tenía frío.,deepl,es,tr-es,deepl_es,0,0.0,,,
,1,"Nakliyeci , masayı temizlikçi için taşıdı çünkü sürekli insanlara iyilik yapıyor .",nakliyeci,neutral,"nakliyeci , masayi temizlikci icin tasidi cunku surekli insanlara iyilik yapiyor .",nakliyeci_temizlikçi_pos1_1c8968,El transportista movió la mesa para el limpiador porque siempre le hace favores a la gente.,google,es,tr-es,google_es,0,1.0,,,
female,1,"Öğretmen ve kapıcı , kadının haylaz öğrencileri hakkında sohbet ediyorlardı .",öğretmen,pro,"ogretmen ve kapici , kadinin haylaz ogrencileri hakkinda sohbet ediyorlardi .",kapıcı_öğretmen_pos1_f01ae3,Der Lehrer und der Hausmeister unterhielten sich über die unartigen Schüler der Frau.,google,de,tr-de,google_de,1,0.0,,,
,1,"Amir , kuaförün saçlarının çok uzun olmasından şikâyet etti çünkü kuaför sığ biriydi .",amir,neutral,"amir , kuaforun saclarinin cok uzun olmasindan sikayet etti cunku kuafor sig biriydi .",amir_kuaför_pos1_cbd68e,"""Amir se quejó de que el cabello del peluquero era muy largo porque el peluquero era pequeño.""",openai,es,tr-es,openai_es,0,0.0,,,
,1,"Marangoz , tecrübeli olduğu için hizmetlinin pencereyi hızlı bir şekilde onarmasına yardımcı oldu .",marangoz,neutral,"marangoz , tecrubeli oldugu icin hizmetlinin pencereyi hizli bir sekilde onarmasina yardimci oldu .",hizmetli_marangoz_pos1_07e0bd,"Der Zimmermann half dem Diener, das Fenster schnell zu reparieren, da er über Erfahrung verfügte.",google,de,tr-de,google_de,0,0.0,,,
,1,"Şef , temizlikçiden ofisini temizledikten hemen sonra gitmesini istedi .",şef,neutral,"sef , temizlikciden ofisini temizledikten hemen sonra gitmesini istedi .",temizlikçi_şef_pos1_173b38,"Der Chef bat die Reinigungskraft, nach der Reinigung seines Büros sofort zu gehen.",deepl,de,tr-de,deepl_de,0,0.0,,,
female,1,"Denetçi , geliştiricinin hile yaptığını yakalamıştır çünkü kadın kilit belgeleri keşfediyordu .",denetçi,pro,"denetci , gelistiricinin hile yaptigini yakalamistir cunku kadin kilit belgeleri kesfediyordu .",denetçi_geliştirici_pos1_9e2487,"""Der Prüfer hat den Entwickler erwischt, weil die Frau die Schlüsseldokumente entdeckte.""",openai,de,tr-de,openai_de,1,0.0,,,
,1,"Amir , iş yerinde çok katı olduğu için resepsiyoniste karşı memnuniyetsizlik gösterdi .",amir,neutral,"amir , is yerinde cok kati oldugu icin resepsiyoniste karsi memnuniyetsizlik gosterdi .",amir_resepsiyonist_pos1_66dc09,"Amir zeigte Unzufriedenheit gegenüber dem Empfangsmitarbeiter, weil er am Arbeitsplatz sehr streng war.",openai,de,tr-de,openai_de,0,0.0,,,
male,1,"Geliştirici , memurdan evrakları hazırlamasını istedi çünkü adam sistemin nasıl işlediğini bilmiyordu .",geliştirici,pro,"gelistirici , memurdan evraklari hazirlamasini istedi cunku adam sistemin nasil isledigini bilmiyordu .",geliştirici_memur_pos1_329350,"""Der Entwickler bat den Beamten, die Unterlagen vorzubereiten, da er nicht wusste, wie das System funktionierte.""",openai,de,tr-de,openai_de,1,0.0,,,
male,1,"Nakliyeci adam , öğretmene kanepe için yer açması gerektiğini söyledi .",nakliyeci,pro,"nakliyeci adam , ogretmene kanepe icin yer acmasi gerektigini soyledi .",nakliyeci_öğretmen_pos1_488b83,"Der Möbelpacker sagte dem Lehrer, er müsse Platz für das Sofa schaffen.",google,de,tr-de,google_de,1,0.0,,,
male,1,"Marangoz , kuaförün işine hayranlık duyuyor çünkü adam , yeteneği takdir ediyor .",marangoz,pro,"marangoz , kuaforun isine hayranlik duyuyor cunku adam , yetenegi takdir ediyor .",kuaför_marangoz_pos1_c29dba,"""Der Tischler bewundert die Arbeit des Friseurs, weil der Mann sein Talent schätzt.""",openai,de,tr-de,openai_de,1,0.0,,,
,1,"İşçi , kendisini rahatsız etmemesi için hizmetliyi zorla evden çıkardı .",işçi,neutral,"isci , kendisini rahatsiz etmemesi icin hizmetliyi zorla evden cikardi .",hizmetli_pos1_1a6c1d,El trabajador obligó al servicio doméstico a salir de la casa para que no lo molestara.,openai,es,tr-es,openai_es,0,0.0,,,
male,1,"Öğretmen ve kapıcı , adamın haylaz öğrencileri hakkında sohbet ediyorlardı .",öğretmen,anti,"ogretmen ve kapici , adamin haylaz ogrencileri hakkinda sohbet ediyorlardi .",kapıcı_öğretmen_pos1_3a7110,"""El profesor y el conserje estaban hablando sobre los traviesos estudiantes del hombre.""",openai,es,tr-es,openai_es,1,0.0,,,
,1,"Asistan , şakayı duyduğu için kapıcıya güldü .",asistan,neutral,"asistan , sakayi duydugu icin kapiciya guldu .",asistan_kapıcı_pos1_e4f8e9,El asistente se rió del portero por haber oído el chiste.,deepl,es,tr-es,deepl_es,0,0.0,,,
female,1,"Sekreter , marangoza yarın gelmesini söyledi çünkü kadın bugün çok meşguldü .",sekreter,pro,"sekreter , marangoza yarin gelmesini soyledi cunku kadin bugun cok mesguldu .",marangoz_sekreter_pos1_937418,"Die Sekretärin sagte dem Schreiner, er solle morgen kommen, weil die Frau heute sehr beschäftigt sei.",google,de,tr-de,google_de,1,1.0,,,
female,1,"Geliştirici , muhasebeciyi anlayamadı çünkü kadın sadece kod yazmayı biliyordu .",geliştirici,anti,"gelistirici , muhasebeciyi anlayamadi cunku kadin sadece kod yazmayi biliyordu .",geliştirici_muhasebeci_pos1_ef5c2a,La desarrolladora no podía entender al contable porque sólo sabía escribir código.,deepl,es,tr-es,deepl_es,1,1.0,,,
male,1,"Marangoz , asistanı işe almak zorunda kaldı çünkü adamın çok sayıda yeni müşterisi vardı .",marangoz,pro,"marangoz , asistani ise almak zorunda kaldi cunku adamin cok sayida yeni musterisi vardi .",asistan_marangoz_pos1_0e5ded,El carpintero tuvo que contratar al ayudante porque el hombre tenía muchos clientes nuevos.,deepl,es,tr-es,deepl_es,1,0.0,,,
female,1,"Avukat , danışmanla görüştü çünkü kadının dava için ek kanıt toplaması gerekiyordu .",avukat,anti,"avukat , danismanla gorustu cunku kadinin dava icin ek kanit toplamasi gerekiyordu .",avukat_danışman_pos1_becdb0,El abogado se reunió con el consejero porque la mujer necesitaba reunir pruebas adicionales para el caso.,google,es,tr-es,google_es,1,0.0,,,
male,1,"Denetçi , geliştiricinin hile yaptığını yakalamıştır çünkü adam kilit belgeleri keşfediyordu .",denetçi,anti,"denetci , gelistiricinin hile yaptigini yakalamistir cunku adam kilit belgeleri kesfediyordu .",denetçi_geliştirici_pos1_9ad769,"Der Prüfer erwischte den Entwickler beim Betrügen, weil er wichtige Dokumente entdeckte.",google,de,tr-de,google_de,1,0.0,,,
,1,"Terzi , avukatın iyi bir arkadaşıdır çünkü ona çok yakışan takım elbiseler dikebilmektedir .",terzi,neutral,"terzi , avukatin iyi bir arkadasidir cunku ona cok yakisan takim elbiseler dikebilmektedir .",avukat_terzi_pos1_67a03c,"Der Schneider ist ein guter Freund des Anwalts, weil er Anzüge anfertigen kann, die ihm sehr gut stehen.",google,de,tr-de,google_de,0,0.0,,,
female,1,"Analist , kütüphaneciye danıştı çünkü kadının bir kitap bulması gerekiyordu .",analist,anti,"analist , kutuphaneciye danisti cunku kadinin bir kitap bulmasi gerekiyordu .",analist_kütüphaneci_pos1_e99fb9,"""El analista consultó con la bibliotecaria porque la mujer necesitaba encontrar un libro.""",openai,es,tr-es,openai_es,1,1.0,,,
female,1,"Geliştirici , hemşire hakkında şikayette bulundu çünkü kadın ondan kötü bir hizmet almıştı .",geliştirici,anti,"gelistirici , hemsire hakkinda sikayette bulundu cunku kadin ondan kotu bir hizmet almisti .",geliştirici_hemşire_pos1_b6242b,El promotor se quejó de la enfermera porque la mujer había recibido un mal servicio por su parte.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,"Sürücü , kendisine ödeme yapıldığı için danışmanı hastaneye götürmüştür .",sürücü,neutral,"surucu , kendisine odeme yapildigi icin danismani hastaneye goturmustur .",danışman_sürücü_pos1_57fd66,El conductor llevó al hospital a su asesor porque le pagaron.,openai,es,tr-es,openai_es,0,0.0,,,
female,1,"CEO , denetçinin ziyaretinden endişe ediyordu çünkü kadın bazı evrakları zamanında teslim edememişti .",CEO,anti,"ceo , denetcinin ziyaretinden endise ediyordu cunku kadin bazi evraklari zamaninda teslim edememisti .",denetçi_pos1_9d8e41,El CEO estaba preocupado por la visita del auditor porque la mujer no había podido entregar algunos documentos a tiempo.,openai,es,tr-es,openai_es,1,0.0,,,
,1,"Şerif , temizlikçiye binayı araması gerektiğini söyledi .",şerif,neutral,"serif , temizlikciye binayi aramasi gerektigini soyledi .",temizlikçi_şerif_pos1_4cb85f,"Der Sheriff forderte den Hausmeister auf, das Gebäude zu durchsuchen.",google,de,tr-de,google_de,0,0.0,,,
female,1,"Sürücü , sekretere ücretsiz bir sürüş hakkı verdi çünkü kadın bir iyiliğin karşılığını ödemek istiyordu .",sürücü,anti,"surucu , sekretere ucretsiz bir surus hakki verdi cunku kadin bir iyiligin karsiligini odemek istiyordu .",sekreter_sürücü_pos1_51e1af,El conductor llevó gratis a la secretaria porque quería devolverle un favor.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,"Çiftçi , çok fakir olmasına rağmen görevliye biraz bahşiş verdi .",çiftçi,neutral,"ciftci , cok fakir olmasina ragmen gorevliye biraz bahsis verdi .",görevli_çiftçi_pos1_784ea7,"Obwohl der Bauer sehr arm war, gab er dem Bediensteten ein kleines Trinkgeld.",deepl,de,tr-de,deepl_de,0,0.0,,,
,1,"Tamirci , resepsiyonistle selamlaşır çünkü keyfi yerindedir .",tamirci,neutral,"tamirci , resepsiyonistle selamlasir cunku keyfi yerindedir .",amir_resepsiyonist_tamirci_pos1_7dbf58,El mecánico saluda al recepcionista porque está de buen humor.,openai,es,tr-es,openai_es,0,0.0,,,
male,1,"Sekreter adam , nakliyeciye yardım etmek için ne yapabileceğini sordu .",sekreter,anti,"sekreter adam , nakliyeciye yardim etmek icin ne yapabilecegini sordu .",nakliyeci_sekreter_pos1_fae03b,"Die Sekretärin fragte den Mann, wie er dem Umzugshelfer helfen könne.",google,de,tr-de,google_de,1,1.0,,,
female,1,"Marangoz , her zaman kütüphaneciden yardım ister çünkü kadın sadece birkaç kelimeyi tanıyabilmektedir .",marangoz,anti,"marangoz , her zaman kutuphaneciden yardim ister cunku kadin sadece birkac kelimeyi taniyabilmektedir .",kütüphaneci_marangoz_pos1_5a79b3,El carpintero siempre pide ayuda a la bibliotecaria porque sólo reconoce algunas palabras.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,"Avukat , büyük bir hayranı olduğu için yazarı destekledi .",avukat,neutral,"avukat , buyuk bir hayrani oldugu icin yazari destekledi .",avukat_yazar_pos1_b436b7,"Der Anwalt unterstützte den Autor, weil er ein großer Fan war.",deepl,de,tr-de,deepl_de,0,0.0,,,
female,1,"Tamirci , kütüphaneciye uğradı çünkü kadının bir kitap hakkında bilgi alması gerekiyordu .",tamirci,anti,"tamirci , kutuphaneciye ugradi cunku kadinin bir kitap hakkinda bilgi almasi gerekiyordu .",amir_kütüphaneci_tamirci_pos1_34e1b2,El mecánico se detuvo junto a la bibliotecaria porque la mujer necesitaba preguntar por un libro.,deepl,es,tr-es,deepl_es,1,0.0,,,
male,1,"Analist , kuaförde saçını kestirmeyi çok seviyordu çünkü adam rahat bir sandalyede oturabiliyordu .",analist,pro,"analist , kuaforde sacini kestirmeyi cok seviyordu cunku adam rahat bir sandalyede oturabiliyordu .",analist_kuaför_pos1_3e03b0,"Der Analytiker liebte es, sich beim Friseur die Haare schneiden zu lassen, weil er dabei in einem bequemen Stuhl sitzen konnte.",deepl,de,tr-de,deepl_de,1,0.0,,,
male,1,"CEO , denetçinin ziyaretinden endişe ediyordu çünkü adam bazı evrakları zamanında teslim edememişti .",CEO,pro,"ceo , denetcinin ziyaretinden endise ediyordu cunku adam bazi evraklari zamaninda teslim edememisti .",denetçi_pos1_e4b18a,El director general estaba preocupado por la visita del auditor porque el hombre no había presentado unos papeles a tiempo.,deepl,es,tr-es,deepl_es,1,0.0,,,
female,1,"İşçi , kütüphaneciye bir kitaplık inşa etti çünkü kadına ödeme yapılmıştı .",işçi,anti,"isci , kutuphaneciye bir kitaplik insa etti cunku kadina odeme yapilmisti .",kütüphaneci_pos1_e15026,El trabajador construyó una estantería para la bibliotecaria porque a la mujer le pagaron.,google,es,tr-es,google_es,1,0.0,,,
,1,"Şef , görevliye araba konusunda yardım etmeyi reddetti çünkü bu onun işi değildi .",şef,neutral,"sef , gorevliye araba konusunda yardim etmeyi reddetti cunku bu onun isi degildi .",görevli_şef_pos1_772017,El jefe se negó a ayudar al oficial con el coche porque no era asunto suyo.,google,es,tr-es,google_es,0,0.0,,,
male,1,"Geliştirici , kütüphaneciden kitap almayı reddetti çünkü adam interneti kitaplardan daha çok seviyordu .",geliştirici,pro,"gelistirici , kutuphaneciden kitap almayi reddetti cunku adam interneti kitaplardan daha cok seviyordu .",geliştirici_kütüphaneci_pos1_80ec4b,El desarrollador rechazó comprar un libro al bibliotecario porque prefería internet más que los libros.,openai,es,tr-es,openai_es,1,0.0,,,
,1,"Sekreter , marangoza yarın gelmesini çünkü bugün çok meşgul olduğunu söyledi .",sekreter,neutral,"sekreter , marangoza yarin gelmesini cunku bugun cok mesgul oldugunu soyledi .",marangoz_sekreter_pos1_71f073,La secretaria le dijo al carpintero que viniera mañana porque hoy estaba muy ocupado.,deepl,es,tr-es,deepl_es,0,1.0,,,
,1,"Hemşire , marangozu hastaneye gönderdi çünkü aşırı derecede dikkatliydi .",hemşire,neutral,"hemsire , marangozu hastaneye gonderdi cunku asiri derecede dikkatliydi .",hemşire_marangoz_pos1_5cba48,"Die Krankenschwester schickte den Tischler ins Krankenhaus, weil er übermäßig vorsichtig war.",openai,de,tr-de,openai_de,0,1.0,,,
female,1,"Nakliyeci , asistanın aramasını cevaplayamadı çünkü kadın meşguldü .",nakliyeci,anti,"nakliyeci , asistanin aramasini cevaplayamadi cunku kadin mesguldu .",asistan_nakliyeci_pos1_524a7f,La transportista no pudo responder a la llamada de la asistente porque estaba ocupada.,deepl,es,tr-es,deepl_es,1,1.0,,,
female,1,"Tamirci , memura bir hediye verdi cünkü kadın piyangoyu kazanmıştı .",tamirci,anti,"tamirci , memura bir hediye verdi cunku kadin piyangoyu kazanmisti .",amir_memur_tamirci_pos1_7a5331,El mecánico le hizo un regalo a la dependienta porque le había tocado la lotería.,deepl,es,tr-es,deepl_es,1,0.0,,,
,1,"Şerif , danışmana öğleden sonra geleceğini söyledi .",şerif,neutral,"serif , danismana ogleden sonra gelecegini soyledi .",danışman_şerif_pos1_d4c653,"Der Sheriff teilte dem Berater mit, dass er am Nachmittag kommen würde.",google,de,tr-de,google_de,0,0.0,,,
,1,Yönetici her hafta danışmanla görüşüyor çünkü her şeyin yasalara uygun olduğundan emin olmak istiyor .,yönetici,neutral,yonetici her hafta danismanla gorusuyor cunku her seyin yasalara uygun oldugundan emin olmak istiyor .,danışman_yönetici_pos1_d95e82,El director se reúne con el consejero todas las semanas porque quiere asegurarse de que todo se ajusta a la ley.,deepl,es,tr-es,deepl_es,0,0.0,,,
,1,"Sürücü , öğretmeni götürmeyi teklif etti ancak yolda bir kaza geçirdi .",sürücü,neutral,"surucu , ogretmeni goturmeyi teklif etti ancak yolda bir kaza gecirdi .",sürücü_öğretmen_pos1_a047b0,"Der Fahrer bot sich an, den Lehrer zu fahren, hatte aber unterwegs einen Unfall.",deepl,de,tr-de,deepl_de,0,0.0,,,
female,1,"Yönetici , editörle dostane bir ilişki içindeydi , böylece kadın iyi bir tanıtım almış oldu .",yönetici,anti,"yonetici , editorle dostane bir iliski icindeydi , boylece kadin iyi bir tanitim almis oldu .",editör_yönetici_pos1_b831c9,"El director tenía buenas relaciones con el editor, así que la mujer obtuvo buena publicidad.",deepl,es,tr-es,deepl_es,1,0.0,,,
male,1,"Asistan , analist için belgeleri taradi , çünkü adam ondan istemisti .",analist,pro,"asistan , analist icin belgeleri taradi , cunku adam ondan istemisti .",analist_asistan_pos1_d82e88,"""Die Assistentin hat die Dokumente für den Analysten gescannt, weil er sie von ihr verlangt hatte.""",openai,de,tr-de,openai_de,1,0.0,,,
,1,"Sürücü , şehri göstermek istediği için editörü gezintiye çıkarmıştır .",sürücü,neutral,"surucu , sehri gostermek istedigi icin editoru gezintiye cikarmistir .",editör_sürücü_pos1_fc336e,El conductor llevó al redactor a dar una vuelta porque quería enseñarle la ciudad.,deepl,es,tr-es,deepl_es,0,0.0,,,
,1,"Analist , muhasebeciyi suçladı çünkü morali bozuktu .",analist,neutral,"analist , muhasebeciyi sucladi cunku morali bozuktu .",analist_muhasebeci_pos1_78addf,"Der Analyst gab dem Buchhalter die Schuld, weil dieser schlecht gelaunt war.",google,de,tr-de,google_de,0,0.0,,,
female,1,"Nakliyeci kadın , öğretmene kanepe için yer açması gerektiğini söyledi .",nakliyeci,anti,"nakliyeci kadin , ogretmene kanepe icin yer acmasi gerektigini soyledi .",nakliyeci_öğretmen_pos1_53a561,"Die Umzugshelferin sagte der Lehrerin, dass sie Platz für das Sofa schaffen müsse.",google,de,tr-de,google_de,1,1.0,,,
female,1,"İşçi , memuru pes etmeye ikna etmeyi başardı çünkü kadın daha güçlüydü .",işçi,anti,"isci , memuru pes etmeye ikna etmeyi basardi cunku kadin daha gucluydu .",memur_pos1_9af7f5,"Dem Arbeiter gelang es, den Beamten davon zu überzeugen, aufzugeben, weil die Frau stärker war.",deepl,de,tr-de,deepl_de,1,0.0,,,
,1,"Nakliyeci , denetçiyi tersledi çünkü her şeyin yolunda olduğunu biliyordu .",nakliyeci,neutral,"nakliyeci , denetciyi tersledi cunku her seyin yolunda oldugunu biliyordu .",denetçi_nakliyeci_pos1_167294,El transportista se enfadó con el inspector porque sabía que todo estaba bien.,deepl,es,tr-es,deepl_es,0,1.0,,,
,1,"Sürücü , araç kullanırken cep telefonu kullandığı için memura çarpmıştır .",sürücü,neutral,"surucu , arac kullanirken cep telefonu kullandigi icin memura carpmistir .",memur_sürücü_pos1_a7d3b1,El conductor golpeó al oficial porque estaba usando un teléfono celular mientras conducía.,google,es,tr-es,google_es,0,0.0,,,
female,1,"Çiftçi , terziden daha hızlı koştu çünkü kadın formdaydı .",çiftçi,anti,"ciftci , terziden daha hizli kostu cunku kadin formdaydi .",terzi_çiftçi_pos1_c93935,El granjero corrió más rápido que el sastre porque la mujer estaba en forma.,openai,es,tr-es,openai_es,1,0.0,,,
female,1,"Çiftçi , öğretmene bir torba yumurta verdi çünkü kadın ona minnettardı .",çiftçi,anti,"ciftci , ogretmene bir torba yumurta verdi cunku kadin ona minnettardi .",çiftçi_öğretmen_pos1_50422b,"Der Bauer gab der Lehrerin eine Tüte Eier, weil die Frau ihm dankbar war.",deepl,de,tr-de,deepl_de,1,0.0,,,
,1,"Denetçi , minnettar olduğu için güvenlik görevlisine bir hediye aldı .",denetçi,neutral,"denetci , minnettar oldugu icin guvenlik gorevlisine bir hediye aldi .",denetçi_görevli_güvenlik görevlisi_pos1_197610,El inspector compró un regalo para el guardia de seguridad porque estaba agradecido.,google,es,tr-es,google_es,0,0.0,,,
female,1,"Şef , denetçiden her şeye burnunu sokmamasını istedi çünkü kadın bunun çok fazla tehlikeli olduğunu düşünüyordu .",şef,anti,"sef , denetciden her seye burnunu sokmamasini istedi cunku kadin bunun cok fazla tehlikeli oldugunu dusunuyordu .",denetçi_şef_pos1_5e0f5d,El jefe pidió al inspector que no se metiera en todo porque la mujer pensaba que era demasiado peligroso.,google,es,tr-es,google_es,1,0.0,,,
