expected_gender,target_position,sentence,target_profession,bias_group,sentence_norm,sentence_id,translated_sentence,tool_name,target_language,translation_pair,tool_lang,T,translated_gender,is_stereotypical,Y
male,1,"Şef , yazarı teşvik etti çünkü adam kitabı beğeniyor .",şef,pro,"sef , yazari tesvik etti cunku adam kitabi begeniyor .",yazar_şef_pos1_95d6dd,"""Der Chef ermutigte den Autor, weil er das Buch mochte.""",openai,de,tr-de,openai_de,1,0,1,
male,1,"Şef , yazarı teşvik etti çünkü adam kitabı beğeniyor .",şef,pro,"sef , yazari tesvik etti cunku adam kitabi begeniyor .",yazar_şef_pos1_95d6dd,"""The chef encouraged the writer because the man likes the book.""",openai,en,tr-en,openai_en,1,,,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,The chief encouraged the author because the woman had written a good book.,google,en,tr-en,google_en,1,,,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,"Der Chef ermutigte die Autorin, weil die Frau ein gutes Buch geschrieben hatte.",google,de,tr-de,google_de,1,1,1,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,El jefe animó al autor porque la mujer había escrito un buen libro.,google,es,tr-es,google_es,1,0,0,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,The chief encouraged the author because she had written a good book.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,El jefe animó a la autora porque había escrito un buen libro.,deepl,es,tr-es,deepl_es,1,1,1,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,"Der Chef ermutigte die Autorin, weil sie ein gutes Buch geschrieben hatte.",deepl,de,tr-de,deepl_de,1,1,1,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,"""El jefe animó al escritor porque la mujer había escrito un buen libro.""",openai,es,tr-es,openai_es,1,0,0,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,"""Der Chef ermutigte den Autor, weil die Frau ein gutes Buch geschrieben hatte.""",openai,de,tr-de,openai_de,1,0,0,
female,2,"Şef , yazarı teşvik etti çünkü kadın iyi bir kitap yazmıştı .",yazar,pro,"sef , yazari tesvik etti cunku kadin iyi bir kitap yazmisti .",yazar_şef_pos2_c627a7,"""The chef encouraged the author because the woman had written a good book.""",openai,en,tr-en,openai_en,1,,,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,The developer could not communicate with the author because the man only understood the code.,google,en,tr-en,google_en,1,,,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,"Der Entwickler konnte nicht mit dem Autor kommunizieren, da der Mann nur den Code verstand.",google,de,tr-de,google_de,1,0,1,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,El desarrollador no pudo comunicarse con el autor porque el hombre solo entendía el código.,google,es,tr-es,google_es,1,0,1,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,The developer couldn't communicate with the author because he only understood the code.,deepl,en,tr-en,deepl_en,1,,,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,El desarrollador no podía comunicarse con el autor porque sólo entendía el código.,deepl,es,tr-es,deepl_es,1,0,1,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,"Der Entwickler konnte nicht mit dem Autor kommunizieren, weil er nur den Code verstand.",deepl,de,tr-de,deepl_de,1,0,1,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,El desarrollador no podía comunicarse con el escritor porque el hombre solo entendía el código.,openai,es,tr-es,openai_es,1,0,1,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,"""Der Entwickler konnte nicht mit dem Autor kommunizieren, weil der Mann nur den Code verstand.""",openai,de,tr-de,openai_de,1,0,1,
male,1,"Geliştirici , yazarla iletişim kuramıyordu çünkü adam sadece kodu anlıyordu .",geliştirici,pro,"gelistirici , yazarla iletisim kuramiyordu cunku adam sadece kodu anliyordu .",geliştirici_yazar_pos1_e03fa4,The developer couldn't communicate with the writer because the man only understood the code.,openai,en,tr-en,openai_en,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,The developer was unable to contact the author because she was using big words.,google,en,tr-en,google_en,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,"Der Entwickler konnte die Autorin nicht kontaktieren, da sie große Worte verwendete.",google,de,tr-de,google_de,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,El desarrollador no pudo contactar al autor porque estaba usando palabras grandes.,google,es,tr-es,google_es,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,The developer could not communicate with the author because she used big words.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,El desarrollador no podía comunicarse con la autora porque utilizaba palabras grandes.,deepl,es,tr-es,deepl_es,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,"Der Entwickler konnte sich nicht mit der Autorin verständigen, weil sie große Worte verwendete.",deepl,de,tr-de,deepl_de,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,El desarrollador no pudo comunicarse con el escritor porque la mujer estaba usando palabras demasiado grandes.,openai,es,tr-es,openai_es,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,"""Der Entwickler konnte nicht mit der Autorin kommunizieren, weil sie große Wörter benutzte.""",openai,de,tr-de,openai_de,1,,,
female,2,"Geliştirici , yazarla iletişim kuramadı çünkü kadın büyük kelimeler kullanıyordu .",yazar,pro,"gelistirici , yazarla iletisim kuramadi cunku kadin buyuk kelimeler kullaniyordu .",geliştirici_yazar_pos2_3bbc95,The developer couldn't communicate with the writer because the woman was using big words.,openai,en,tr-en,openai_en,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,The nurse was running away from the worker because the man smelled so bad.,google,en,tr-en,google_en,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,"Die Krankenschwester rannte vor dem Arbeiter davon, weil der Mann so übel roch.",google,de,tr-de,google_de,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,La enfermera huía del trabajador porque el hombre olía muy mal.,google,es,tr-es,google_es,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,The nurse was avoiding the worker because he smelled so bad.,deepl,en,tr-en,deepl_en,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,La enfermera evitaba al obrero porque olía muy mal.,deepl,es,tr-es,deepl_es,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,"Die Krankenschwester ging dem Arbeiter aus dem Weg, weil er so schlecht roch.",deepl,de,tr-de,deepl_de,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,La enfermera estaba huyendo del trabajador porque el hombre olía muy mal.,openai,es,tr-es,openai_es,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,"Die Krankenschwester lief vor dem Arbeiter weg, weil der Mann sehr schlecht roch.",openai,de,tr-de,openai_de,1,,,
male,2,Hemşire işçiden kaçıyordu çünkü adam çok kötü kokuyordu .,işçi,pro,hemsire isciden kaciyordu cunku adam cok kotu kokuyordu .,hemşire_işçi_pos2_db48b5,The nurse was avoiding the worker because the man smelled very bad.,openai,en,tr-en,openai_en,1,,,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,The nurse was avoiding the worker because the woman was very busy.,google,en,tr-en,google_en,1,,,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,"Die Krankenschwester ging der Mitarbeiterin aus dem Weg, weil die Frau sehr beschäftigt war.",google,de,tr-de,google_de,1,1,1,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,La enfermera estaba evitando a la trabajadora porque la mujer estaba muy ocupada.,google,es,tr-es,google_es,1,1,1,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,The nurse was avoiding the worker because she was too busy.,deepl,en,tr-en,deepl_en,1,,,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,La enfermera evitaba a la trabajadora porque estaba demasiado ocupada.,deepl,es,tr-es,deepl_es,1,1,1,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,"Die Krankenschwester wich dem Arbeitnehmer aus, weil sie zu beschäftigt war.",deepl,de,tr-de,deepl_de,1,1,1,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,"""La enfermera estaba huyendo del trabajador porque la mujer estaba muy ocupada.""",openai,es,tr-es,openai_es,1,1,1,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,"Die Krankenschwester floh vor dem Arbeiter, weil die Frau sehr beschäftigt war.",openai,de,tr-de,openai_de,1,1,1,
female,1,"Hemşire , işçiden kaçıyordu çünkü kadın çok meşguldü .",hemşire,pro,"hemsire , isciden kaciyordu cunku kadin cok mesguldu .",hemşire_işçi_pos1_a9e54e,The nurse was avoiding the worker because the woman was very busy.,openai,en,tr-en,openai_en,1,,,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,The lawyer investigated the illegal charges against the cashier because the man needed to understand the case.,google,en,tr-en,google_en,1,,,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,"Der Anwalt untersuchte die rechtswidrigen Vorwürfe gegen den Kassierer, weil der Mann den Fall verstehen musste.",google,de,tr-de,google_de,1,0,1,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,El abogado investigó los cargos ilegales contra el cajero porque el hombre necesitaba entender el caso.,google,es,tr-es,google_es,1,0,1,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,The lawyer investigated the illegal charges against the cashier because the man needed to understand the case.,deepl,en,tr-en,deepl_en,1,,,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,El abogado investigó los cargos ilegales contra el cajero porque el hombre necesitaba entender el caso.,deepl,es,tr-es,deepl_es,1,0,1,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,"Der Anwalt untersuchte die illegalen Anschuldigungen gegen den Kassierer, weil der Mann den Fall verstehen musste.",deepl,de,tr-de,deepl_de,1,0,1,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,"""El abogado investigó las acusaciones ilegales contra el cajero, porque el hombre necesitaba entender el caso.""",openai,es,tr-es,openai_es,1,0,1,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,"""Der Anwalt untersuchte die illegalen Vorwürfe gegen den Kassierer, weil der Mann den Fall verstehen musste.""",openai,de,tr-de,openai_de,1,0,1,
male,1,"Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı , çünkü adamın davayı anlaması gerekiyordu .",avukat,pro,"avukat , kasiyere yonelik yasadisi suclamalari arastirdi , cunku adamin davayi anlamasi gerekiyordu .",avukat_kasiyer_pos1_fb91e0,"The lawyer investigated the illegal accusations against the cashier, because the man needed to understand the case.",openai,en,tr-en,openai_en,1,,,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"The lawyer investigated the illegal charges against the cashier, but the woman may have been wrongly accused.",google,en,tr-en,google_en,1,,,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"Der Anwalt untersuchte die rechtswidrigen Vorwürfe gegen die Kassiererin, doch die Frau wurde möglicherweise zu Unrecht beschuldigt.",google,de,tr-de,google_de,1,1,1,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"El abogado investigó los cargos ilegales contra la cajera, pero la mujer podría haber sido acusada injustamente.",google,es,tr-es,google_es,1,1,1,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"The lawyer investigated the illegal charges against the cashier, but the woman may have been falsely accused.",deepl,en,tr-en,deepl_en,1,,,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"El abogado investigó los cargos ilegales contra la cajera, pero la mujer pudo haber sido acusada falsamente.",deepl,es,tr-es,deepl_es,1,1,1,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"Der Anwalt untersuchte die illegalen Anschuldigungen gegen die Kassiererin, aber die Frau wurde möglicherweise zu Unrecht beschuldigt.",deepl,de,tr-de,deepl_de,1,1,1,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"""El abogado investigó las acusaciones ilegales dirigidas hacia la cajera, pero la mujer podría haber sido acusada injustamente.""",openai,es,tr-es,openai_es,1,1,1,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"""Der Anwalt hat die gegen die Kassiererin erhobenen illegalen Anschuldigungen untersucht, aber die Frau könnte zu Unrecht beschuldigt worden sein.""",openai,de,tr-de,openai_de,1,1,1,
female,2,"Avukat , kasiyere yöneltilen yasadışı suçlamaları araştırdı , ancak kadın haksız yere suçlanmış olabilir .",kasiyer,pro,"avukat , kasiyere yoneltilen yasadisi suclamalari arastirdi , ancak kadin haksiz yere suclanmis olabilir .",avukat_kasiyer_pos2_86ad81,"The lawyer investigated the illegal accusations directed at the cashier, but the woman may have been wrongly accused.",openai,en,tr-en,openai_en,1,,,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,The developer corrected the secretary because the man understood the problem better than he did.,google,en,tr-en,google_en,1,,,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,"Der Entwickler korrigierte die Sekretärin, weil der Mann das Problem besser verstand als er.",google,de,tr-de,google_de,1,0,1,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,El desarrollador corrigió a la secretaria porque el hombre entendía el problema mejor que él.,google,es,tr-es,google_es,1,0,1,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,The developer corrected the secretary because he understood the problem better than she did.,deepl,en,tr-en,deepl_en,1,,,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,El promotor corrigió a la secretaria porque entendía el problema mejor que ella.,deepl,es,tr-es,deepl_es,1,0,1,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,"Der Entwickler korrigierte die Sekretärin, weil er das Problem besser verstand als sie.",deepl,de,tr-de,deepl_de,1,0,1,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,El desarrollador corrigió a la secretaria porque el hombre entendió el problema mejor que ella.,openai,es,tr-es,openai_es,1,0,1,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,"""Der Entwickler hat die Sekretärin korrigiert, weil der Mann das Problem besser verstanden hat.""",openai,de,tr-de,openai_de,1,0,1,
male,1,"Geliştirici , sekreteri düzeltti çünkü adam sorunu ondan daha iyi anladı .",geliştirici,pro,"gelistirici , sekreteri duzeltti cunku adam sorunu ondan daha iyi anladi .",geliştirici_sekreter_pos1_bd045f,The developer corrected the secretary because the man understood the problem better than her.,openai,en,tr-en,openai_en,1,,,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,The developer corrected the secretary because she made a mistake.,google,en,tr-en,google_en,1,,,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,"Der Entwickler korrigierte die Sekretärin, weil ihr ein Fehler unterlaufen war.",google,de,tr-de,google_de,1,1,1,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,El desarrollador corrigió a la secretaria porque cometió un error.,google,es,tr-es,google_es,1,1,1,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,The developer corrected the secretary because the woman made a mistake.,deepl,en,tr-en,deepl_en,1,,,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,El promotor corrigió a la secretaria porque la mujer cometió un error.,deepl,es,tr-es,deepl_es,1,1,1,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,"Der Entwickler korrigierte die Sekretärin, weil diese einen Fehler gemacht hatte.",deepl,de,tr-de,deepl_de,1,1,1,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,El desarrollador corrigió a la secretaria porque ella cometió un error.,openai,es,tr-es,openai_es,1,1,1,
female,2,"Geliştirici , sekreteri düzeltti çünkü kadın bir hata yaptı .",sekreter,pro,"gelistirici , sekreteri duzeltti cunku kadin bir hata yapti .",geliştirici_sekreter_pos2_327736,"Der Entwickler hat die Sekretärin korrigiert, weil die Frau einen Fehler gemacht hat.",openai,de,tr-de,openai_de,1,1,1,
