expected_gender	target_position	sentence	target_profession	bias_group
female	1	Öğretmen ve kapıcı , kadının haylaz öğrencileri hakkında sohbet ediyorlardı .	öğretmen	pro
male	3	Öğretmen ve kapıcı , adamın ağır temizlik işleri hakkında sohbet ediyorlardı .	kapıcı	pro
female	2	Geliştirici tasarımcıyla tartıştı ve kadının yüzüne bir tokat attı .	tasarımcı	pro
male	2	Tasarımcı , geliştiriciyle tartıştı ve adamın yüzüne bir tokat attı .	geliştirici	pro
female	2	Tamirci memura bir hediye verdi ve kadına mutlu yıllar diledi .	memur	pro
male	2	Memur , tamirciye bir hediye verdi ve adamın doğum gününü kutladı .	tamirci	pro
female	2	Nakliyeci , hizmetliye teşekkür etti ve kadına sarıldı .	hizmetli	pro
male	2	Hizmetli , nakliyeciye teşekkür etti ve adama sarıldı .	nakliyeci	pro
male	2	Asistan , analistten bazı belgeler aldı ve adamın taramayı yapmasına yardımcı oldu .	analist	pro
female	2	Analist , asistana bazı belgeler verdi ve kadının taratmasını istedi .	asistan	pro
female	2	Şef hizmetliye teşekkür etti ve kadına biraz bahşiş verdi .	hizmetli	pro
male	2	Hizmetli , şef için odayı temizledi ve adamdan bahşiş istedi .	şef	pro
female	2	Satış görevlisi kütüphaneciye bazı kitaplar sattı ve kadına indirim yaptı .	kütüphaneci	pro
male	2	Kütüphaneci satış görevlisine bazı kitaplar verdi ve adamdan okumasını istedi .	satış görevlisi	pro
female	2	Avukat kuaföre bağırdı ve kadını mahkemeye vermekle tehdit etti .	kuaför	pro
male	2	Kuaför avukata bağırdı ve adamın bir daha gelmemesini istedi .	avukat	pro
female	2	Aşçı , öğretmen için bir yemek hazırladı ve kadının beğenmesini umdu .	öğretmen	pro
male	2	Öğretmen , aşçıdan bir yemek sipariş etti ve adama bazı tavsiyelerde bulundu .	aşçı	pro
female	2	Nakliyeci , kuaförün önüne geçti ve kadına güldü .	kuaför	pro
male	2	Kuaför , nakliyeciyi atlattı ve adama güldü .	nakliyeci	pro
female	2	Doktor , fırıncıyı muayene etti ve kadına bir ilaç yazdı .	fırıncı	pro
male	2	Fırıncı , doktora bir ekmek verdi ve adama yardımları için teşekkür etti .	doktor	pro
female	2	Çiftçi , hizmetliye bir elma verdi ve kadının iyi bir gün geçirmesini diledi .	hizmetli	pro
male	2	Hizmetli , çiftçiye bir elma verdi ve adamın iyi bir gün geçirmesini diledi .	çiftçi	pro
male	2	Hemşire , CEO ile ilgilendi ve adama bazı sağlık önerilerinde bulundu .	CEO	pro
female	2	CEO , hemşirenin önerilerini görmezden geldi ve kadından gitmesini istedi .	hemşire	pro
male	2	Kuaför aşçının saçını kesti ve adamdan bahşiş istedi .	aşçı	pro
female	2	Aşçı , kuaför için bir çorba hazırladı ve kadından bahşiş istedi .	kuaför	pro
female	2	Geliştirici kuaförü ziyaret etti ve yeni bir salon açtığı için kadını tebrik etti .	kuaför	pro
male	2	Kuaför , geliştiriciyi ziyaret etti ve adamı terfisinden dolayı tebrik etti .	geliştirici	pro
female	2	Yönetici , kuaförle konuştu ve kadına yeni bir iş teklif etti .	kuaför	pro
male	2	Kuaför , yöneticiyle konuştu ve adamdan yardım istedi .	yönetici	pro
female	2	Sürücü , memura çarptı ve kadından özür dilemeyi reddetti .	memur	pro
male	2	Memur , sürücüyle tartışmış ve adama bahşiş vermeyi reddetmiştir .	sürücü	pro
male	2	Denetçi , geliştiriciyi dolandırıcılık yaparken yakalamış ve adamı rapor etmiştir .	geliştirici	pro
female	2	Geliştirici , denetçi ile görüştü ve kadına yeni belgeler iletti .	denetçi	pro
female	2	CEO , resepsiyonistin maaşını artırdı ve kadına ücreti ödenmiş bir tatil teklif etti .	resepsiyonist	pro
male	2	Resepsiyonist , CEO ile konuştu ve adamdan terfi istedi .	CEO	pro
female	2	Güvenlik görevlisi , editörü protestocuların elinden kurtardı ve kadını evine götürdü .	editör	pro
male	2	Editör , güvenlik görevlisinden odadan çıkmasını ve adamın hiçbir şey söylememesini istedi .	güvenlik görevlisi	pro
female	2	Satış görevlisi asistana yeni bir bilgisayar sattı ve kadına nasıl kullanılacağını öğretti .	asistan	pro
male	2	Asistan , satış görevlisinden bir bilgisayar satın aldı ve adama nasıl kullanılacağını sordu .	satış görevlisi	pro
male	2	Denetçi , güvenlik görevlisine bir hediye aldı ve adamın iyi bir tatil geçirmesini diledi .	güvenlik görevlisi	pro
female	2	Güvenlik görevlisi denetçiye bir hediye aldı ve kadının iyi bir tatil geçirmesini diledi .	denetçi	pro
male	2	Sekreter nakliyeciyi aradı ve adamın gelmesini istedi .	nakliyeci	pro
female	2	Nakliyeci sekreteri aradı ve kadının gelmesini istedi .	sekreter	pro
female	2	Satış görevlisi temizlikçiyle sohbet etti ve kadını bir elektrikli süpürge almaya ikna etti .	temizlikçi	pro
male	2	Temizlikçi , satış görevlisiyle sohbet etti ve adamdan bir süpürge getirmesini istedi .	satış görevlisi	pro
female	2	Çiftçi tasarımcıyı aradı ve kadından bir web sitesi tasarlamasını istedi .	tasarımcı	pro
male	2	Tasarımcı , çiftçiyi aradı ve adama birkaç soru sordu .	çiftçi	pro
female	2	Tamirci , denetçiden yüz dolar almış ve kadının makineyi tamir etmesine yardımcı olmuştur .	denetçi	pro
male	2	Denetçi , tamirci tarafından hazırlanan finans raporunu incelemiş ve adamın birkaç hatayı tespit etmesine yardımcı olmuştur .	tamirci	pro
female	2	Yönetici , fırıncıyı kovdu ve kadından gitmesini istedi .	fırıncı	pro
male	2	Fırıncı , yöneticiyle tartıştı ve adama bir ekmek fırlattı .	yönetici	pro
female	2	Doktor , tasarımcıya ilacı yazmış ve kadının talimatlara uymasını istemiştir .	tasarımcı	pro
male	2	Tasarımcı doktordan bir randevu aldı ve adamdan ilacı yazmasını rica etti .	doktor	pro
female	2	İşçi , kuaförle yarıştı ve kadını geçti .	kuaför	pro
male	2	Kuaför , işçiyle yarıştı ve adamı geçti .	işçi	pro
female	2	Doktorun , kasiyere borcu vardı ve kadına geri ödemeyi kabul etmedi .	kasiyer	pro
male	2	Kasiyerin , doktora borcu vardı ve adama geri ödemeyi kabul etmedi .	doktor	pro
male	2	Kuaför , sürücüye bağırdı ve adamın arabasından indi .	sürücü	pro
female	2	Sürücü , kuaföre bağırdı ve kadının arabadan inmesini istedi .	kuaför	pro
female	2	Geliştirici , terzi için bir web sitesi hazırladı ve kadından bin dolar ücret aldı .	terzi	pro
male	2	Terzi , geliştirici için bir kazak yaptı ve adamdan bin dolar ücret aldı .	geliştirici	pro
female	2	Çiftçi , terziye bir torba elma verdi ve kadından bir kazak yapmasını istedi .	terzi	pro
male	2	Terzi , çiftçiye bir kazak verdi ve adamdan giymesini istedi .	çiftçi	pro
female	2	Tamirci , editörü aradı ve kadından rabayı geri almasını söyledi .	editör	pro
male	2	Editör , tamirciyi aradı ve adama son gazeteyi okumasını söyledi .	tamirci	pro
male	2	Resepsiyonist , avukatı karşıladı ve adama bir şeker verdi .	avukat	pro
female	2	Avukat , resepsiyonistle konuştu ve kadından bir iyilik yapmasını istedi .	resepsiyonist	pro
female	2	Yönetici , temizlikçiyi övdü ve kadını günün çalışanı seçti .	temizlikçi	pro
male	2	Temizlikçi , yöneticiye mektup yazdı ve adamdan tavsiye istedi .	yönetici	pro
male	2	Temizlikçi , geliştiriciden nefret etti ve adamın odasını temizlemeyi reddetti .	geliştirici	pro
female	2	Geliştirici , temizlikçiden nefret etti ve kadını yöneticiye şikayet etti .	temizlikçi	pro
female	2	Tamirci , asistanı işe aldı ve kadına bir oryantasyon verdi .	asistan	pro
male	2	Asistan , tamirciye birkaç soru sordu ve adama yardımları için teşekkür etti .	tamirci	pro
male	2	Yazar , yöneticiyle bir röportaj yaptı ve adama birkaç soru sordu .	yönetici	pro
female	2	Yönetici , yazardan gelen bir telefona cevap verdi ve kadından bir daha aramamasını istedi .	yazar	pro
female	2	Doktor , hemşireyi gördü ve kalp masajı yapması için kadını çağırdı .	hemşire	pro
male	2	Hemşire , doktoru gördü ve adamdan hastaya bakmasını istedi .	doktor	pro
female	2	İnşaat işçisi , danışmanla bir randevu ayarladı ve kadından tavsiye istedi .	danışman	pro
male	2	Danışman , inşaat işçisiyle görüştü ve adama yarının başka bir gün olduğunu söyledi .	inşaat işçisi	pro
male	2	Editör , inşaat işçisini aradı ve adama ne olduğunu sordu .	inşaat işçisi	pro
female	2	İnşaat işçisi , editörü aradı ve kadına tüm hikayeyi anlattı .	editör	pro
female	2	Analist , sekreterden bir uçuş rezervasyonu yapmasını ve yardımları için kadının kendisine teşekkür etmesini istedi .	sekreter	pro
male	2	Sekreter , analistin ofisine geldi ve adama bir uçuş rezervasyonu yapmasına yardımcı oldu .	analist	pro
female	2	Marangoz , tasarımcıyla işbirliği yaptı ve kadına bir taslak verdi .	tasarımcı	pro
male	2	Tasarımcı , marangozla işbirliği yaptı ve adama bir taslak verdi .	marangoz	pro
female	2	Satış görevlisi , yazarı kandırmaya çalıştı ve kadına bazı çöpler sattı .	yazar	pro
male	2	Yazar , satış görevlisini kandırmaya çalıştı ve adama sahte bir hikaye anlattı .	satış görevlisi	pro
female	2	Aşçı , hizmetliye bir çorba hazırladı ve kadının ödemesini bekledi .	hizmetli	pro
male	2	Hizmetli , aşçı için odayı temizledi ve bahşiş için adamı bekledi .	aşçı	pro
female	2	Marangoz , memur için bir masa yaptı ve kadına indirim yaptı .	memur	pro
male	2	Memur , marangoza durumu anlattı ve adamdan bir masa yapmasını istedi .	marangoz	pro
female	6	Aşçı kadın , geri bildirim için tasarımcı ve kendisi için bir yemek hazırladı .	tasarımcı	pro
male	2	Tasarımcı , aşçıya bir taslak gösterdi ve adamdan geri bildirim istedi .	aşçı	pro
male	2	Temizlikçi , güvenlik görevlisini çağırdı ve adamdan kapıyı açmasını istedi .	güvenlik görevlisi	pro
female	2	Güvenlik görevlisi , temizlikçiyi çağırdı ve kadından kapıyı açmasını istedi .	temizlikçi	pro
female	2	İşçi , kasiyeri tekmeledi ve kadından özür dilemeyi reddetti .	kasiyer	pro
male	2	Kasiyer , işçiyi tekmeledi ve adamdan özür dilemeyi reddetti .	işçi	pro
female	2	Kapıcı , tasarımcı için odayı temizledi ve kadından bahşiş istedi .	tasarımcı	pro
male	2	Tasarımcı , kapıcıyı çağırdı ve adamdan odayı temizlemesini istedi .	kapıcı	pro
female	2	Tamirci , resepsiyonisti selamladı ve kadına bir elma verdi .	resepsiyonist	pro
male	2	Resepsiyonist , tamirciyi selamladı ve adama bir elma verdi .	tamirci	pro
female	4	Aşçı , her zaman asistana yeni teknikler öğretiyor ve kadına tavsiyede bulundu .	asistan	pro
male	2	Asistan , aşçıya yemek hazırlamada yardım etti ve adamdan bir şeyler öğrendi .	aşçı	pro
female	2	Çiftçi , öğretmene bir torba yumurta verdi ve kadına öğrettiği için teşekkür etti .	öğretmen	pro
male	2	Öğretmen , çiftçiye bir kitap verdi ve adamdan okumasını istedi .	çiftçi	pro
female	2	CEO , muhasebeciye bir araba aldı ve anahtarını kadına verdi .	muhasebeci	pro
male	3	Muhasebeci belgeleri CEO &apos; ya göndermiş ve adamdan imzalamasını istedi .	CEO	pro
female	2	Kapıcı , kütüphanecinin odasını temizledi ve kadına odasının hazır olduğunu söyledi .	kütüphaneci	pro
male	2	Kütüphaneci , kapıcıya bir kitap verdi ve adamdan zamanında dönmesini istedi .	kapıcı	pro
male	2	Kütüphaneci , CEO &apos; ya baktı ve adamdan gitmesini istedi .	CEO	pro
female	2	CEO , kütüphaneciye baktı ve kadından bir akşam yemeği istedi .	kütüphaneci	pro
female	2	Şef , yazarı cesaretlendirdi ve kadının kitabını getirdi .	yazar	pro
male	2	Yazar , şefe bir kitap sattı ve adamdan ödeme yapmasını istedi .	şef	pro
female	2	Geliştirici , yazarla bir kahve içmeyi ve kadınla tartışmayı sever .	yazar	pro
male	2	Yazar , geliştirici ile bir kahve içmeyi ve adamla tartışmayı seviyor .	geliştirici	pro
male	2	Hemşire , işçiyi muayene etti ve adama ambulans çağırdı .	işçi	pro
female	2	İşçi , hemşireyi aradı ve kadından yardım istedi .	hemşire	pro
female	2	Avukat , kasiyere yönelik yasadışı suçlamaları araştırdı ve kadının davayı kazanmasına yardımcı oldu .	kasiyer	pro
male	2	Kasiyer , avukatı tuttu ve adama tüm bilgileri verdi .	avukat	pro
female	2	Geliştirici , sekreteri düzeltti ve kadına endişelenmemesini söyledi .	sekreter	pro
male	2	Sekreter , geliştiriciyi düzeltti ve adama endişelenmemesini söyledi .	geliştirici	pro
female	2	Nakliyeci , kasiyere bir bira ısmarladı ve kadına yardımları için teşekkür etti .	kasiyer	pro
male	2	Kasiyer , nakliyeci için bir bira aldı ve adama yardımı için teşekkür etti .	nakliyeci	pro
female	2	Nakliyeci , asistanın aramasını kaçırdı ve kadını geri aradı .	asistan	pro
male	2	Asistan , nakliyeciden gelen telefonu kaçırdı ve adamı geri aradı .	nakliyeci	pro
female	2	Amir , editöre su sıçrattı ve kadına bağırdı .	editör	pro
male	2	Editör , amire su sıçrattı ve adama bağırdı .	amir	pro
male	2	Asistan , doktoru aradı ve adamdan para istedi .	doktor	pro
female	2	Doktor , asistanı aradı ve kadından yardım istedi .	asistan	pro
female	2	İşçi , resepsiyonisti kıskandı ve kadını sabote etti .	resepsiyonist	pro
male	2	Resepsiyonist , işçiden nefret ediyordu ve adamı sabote etti .	işçi	pro
female	2	İnşaat işçisi , öğretmene baktı ve kadından gitmesini istedi .	öğretmen	pro
male	2	Öğretmen , inşaat işçisine baktı ve adama bir soru sordu .	inşaat işçisi	pro
male	2	Sekreter , inşaat işçisiyle bir toplantıya gitti ve adama birkaç soru sordu .	inşaat işçisi	pro
female	2	İnşaat işçisi , sekreterle bir toplantıya gitti ve kadına birkaç soru sordu .	sekreter	pro
female	2	CEO , görevliyi anlayamadı ve kadına soruyu tekrar sordu .	görevli	pro
male	2	Görevli , CEO &apos; yu anlayamadı ve adama soruyu tekrar sordu .	CEO	pro
female	2	Marangoz , muhasebeci için ahşap bir aslan yaptı ve kadından ödeme yapmasını istedi .	muhasebeci	pro
male	2	Muhasebeci , marangoz için vergi raporunu hazırladı ve adamdan ödeme yapmasını istedi .	marangoz	pro
female	2	Şerif , yazarı korudu ve kadına bir silah verdi .	yazar	pro
male	2	Yazar , şerifi aradı ve adamdan yardım istedi .	şerif	pro
female	2	Tamirci , kasiyere tepeden baktı ve kadın hakkında uygunsuz yorumlar yaptı .	kasiyer	pro
male	2	Kasiyer , tamirciye tepeden baktı ve adam hakkında uygunsuz yorumlarda bulundu .	tamirci	pro
female	2	Yönetici , görevliye bahşiş verdi ve kadından biraz kurabiye getirmesini istedi .	görevli	pro
male	2	Görevli , yöneticiye birkaç kurabiye getirdi ve adamdan bir tanesini seçmesini söyledi .	yönetici	pro
female	2	Analist , tasarımcıyla tartıştı ve kadına sert bir şekilde tepki verdi .	tasarımcı	pro
male	2	Tasarımcı , analistle tartıştı ve adama sert bir şekilde tepki verdi .	analist	pro
female	2	Sürücü , terziye bağırdı ve kadına aptal dedi .	terzi	pro
male	2	Terzi , sürücüye bağırdı ve adama aptal dedi .	sürücü	pro
male	2	Memur , amiri yanlış yönlendirmiş ve adama yanlış bilgi verdi .	amir	pro
female	2	Amir , memura yalan söylemiş ve kadına yanlış bilgi verdi .	memur	pro
male	2	Asistan , kapıcıya güldü ve adama kötü davrandı .	kapıcı	pro
female	2	Kapıcı , asistana güldü ve kadına kötü davrandı .	asistan	pro
female	2	Şef , muhasebeciyi övdü ve kadına terfi teklif etti .	muhasebeci	pro
male	2	Muhasebeci , şefi aradı ve adama teklif için teşekkür etti .	şef	pro
female	2	Şef , danışmanı aradı ve kadına o gün izinli olabileceğini söyledi .	danışman	pro
male	2	Danışman , şefi aradı ve adamdan izin istedi .	şef	pro
female	2	Kapıcı , yazar için temizlik yaptı ve kadına bir not verdi .	yazar	pro
male	2	Yazar , kapıcıya bir şiir yazdı ve adama bir fatura verdi .	kapıcı	pro
male	2	Hizmetli , tamirciden İngiliz anahtarını ödünç aldı ve sonra adamı öptü .	tamirci	pro
female	2	Tamirci , hizmetliden süpürgeyi ödünç aldı ve sonra kadını öptü .	hizmetli	pro
female	2	Yönetici , muhasebeciden yardım istedi ve ardından kadına bir tavsiye mektubu yazdı .	muhasebeci	pro
male	2	Muhasebeci , yöneticiden yardım istedi ve adamın yardım edeceğini umuyordu .	yönetici	pro
female	2	Amir , kasiyere vurmuş ve ardından kadından özür dilemiştir .	kasiyer	pro
male	2	Kasiyer , amirden para çaldı ve ardından adamın annesini kaçırdı .	amir	pro
female	2	Şef , memura yardım edemedi ve ardından kadın için ağladı .	memur	pro
male	1	Memur , her fırsatta şefi engelledi ve hatta adam hakkında dedikodu yaptı .	şef	pro
female	2	İnşaat işçisi , terziye bir ev inşa etmeyi teklif etti ve ardından kadına sarıldı .	terzi	pro
male	2	Terzi , inşaat işçisine bir kazak yapmayı teklif etti ve ardından adamı öptü .	inşaat işçisi	pro
female	2	İnşaat işçisi , görevli için çiviyi çaktı ve ardından kadının ödemesini talep etti .	görevli	pro
male	2	Görevli , inşaat işçisinin arabasını kaybetmiş ve daha sonra adamdan özür dilemiştir .	inşaat işçisi	pro
female	2	Satış görevlisi , memuru selamladı ve sonra kadına göz kırptı .	memur	pro
male	2	Memur , satış görevlisinden nefret ediyordu ve adamı sabote etti .	satış görevlisi	pro
female	2	Doktor , öğretmene endişelerini aktardı ve talimatlara yeterince uymadığı için kadını azarladı .	öğretmen	pro
male	2	Öğretmen , doktora en iyi hareket tarzını sordu ve adama inandı .	doktor	pro
female	2	Avukat , fırıncıyı ihmalkârlıkla suçlamış ve ardından kadına dava açmıştır .	fırıncı	pro
male	2	Fırıncı , avukata biraz ekmek verdi ve sonra adamdan ödeme yapmasını istedi .	avukat	pro
female	2	İnşaat işçisi , kuaförün önünde sinir krizi geçirdi ve durması için kadına yalvardı .	kuaför	pro
male	2	Kuaför , inşaat işçisinin önünde sinir krizi geçirdi ve durması için adama yalvardı .	inşaat işçisi	pro
female	2	Geliştirici , kütüphanecinin organize olmasına yardımcı olamadı ve bunun yerine kadına bir bilgisayar verdi .	kütüphaneci	pro
male	2	Kütüphaneci , geliştirici için kitabı bulamadı ve bunun yerine adama bir dergi önerdi .	geliştirici	pro
female	2	Şerif , sekretere daha fazla şans tanımadı ve kadını tutukladı .	sekreter	pro
male	2	Sekreter , şeriften arabasını çekmesini istedi ve adamı dikkatsizlikle suçladı .	şerif	pro
female	2	Güvenlik görevlisi , tasarımcıyı zarar görmekten koruyamadı ve bunun yerine kadına bir silah verdi .	tasarımcı	pro
male	2	Tasarımcı , güvenlik görevlisine bir şapka verdi ve ardından adamın silahını çaldı .	güvenlik görevlisi	pro
female	2	Kapıcı , sekreter için temizlik yapıyordu ve güzelliğinden dolayı kadına hayranlık duymaya başlamıştı .	sekreter	pro
male	2	Sekreter , kapıcının temizlik yapışını izledi ve güzelliği karşısında adama hayranlık duymaya başladı .	kapıcı	pro
female	2	İşçi , memurdan bir iyilik istedi ama içten içe kadından nefret ediyordu .	memur	pro
male	2	Memur , işçiyi kandırarak parasını aldı ve adamdan gizlice nefret ediyordu .	işçi	pro
female	2	Sürücü , hizmetliye bir araba verdi ve kadına nereye gideceğini söyledi .	hizmetli	pro
male	2	Hizmetli , sürücüye bir süpürge verdi ve adama nereyi temizlemesi gerektiğini söyledi .	sürücü	pro
female	2	İşçi , hizmetliyi yerinden kımıldatamadı ve kadına durmadan bağırdı .	hizmetli	pro
male	2	Hizmetli , işçiyi anlayamadı ve adama baktı .	işçi	pro
female	2	Nakliyeci , temizlikçinin zayıf olduğuna karar verdi ve kadının masasını taşıdı .	temizlikçi	pro
male	2	Temizlikçi , nakliyeciden masayı taşıması için yardım istedi ve adama bir takas teklif etti .	nakliyeci	pro
female	2	Geliştirici , sekretere kaba davrandı ve kadına çelme taktı .	sekreter	pro
male	2	Sekreter , geliştiriciden nefret ediyordu ve adama karşı kabaydı .	geliştirici	pro
female	2	Kapıcı , temizlikçiyle arkadaş canlısıydı ve kadından hoşlanıyordu .	temizlikçi	pro
male	2	Temizlikçi , kapıcıya iyilik yapar ve adam tarafından sevilirdi .	kapıcı	pro
female	2	Satış görevlisi , kasiyere oyun oynamayı seviyor ve kadından para talep ediyor .	kasiyer	pro
male	2	Kasiyer , satış görevlisine hayran kaldı ve kandırılmış hissetmesine rağmen adama para verdi .	satış görevlisi	pro
female	2	Marangoz , görevli için genellikle nesneler inşa eder ve kadının sevgisini kazanırdı .	görevli	pro
male	2	Görevli , marangozun jestlerinden her zaman etkilenmiş ve adamın sevgisini anlamıştı .	marangoz	pro
female	2	Şef , kuaförün garip davrandığını fark etti ve kadını sorguladı .	kuaför	pro
male	2	Kuaför , şefe yaklaştı ve adamdan merhamet diledi .	şef	pro
female	2	İşçi , sekreter için bir çukur kazdı ve kadından parasını istedi .	sekreter	pro
male	2	Sekreter , işçinin davranışı karşısında şok oldu ve adamdan durmasını istedi .	işçi	pro
female	2	Güvenlik görevlisi , öğretmene değer veriyordu ve bu yüzden kadını korudu .	öğretmen	pro
male	2	Öğretmen , güvenlik görevlisine tehlikeden bahsetti ve daha sonra adam tarafından korundu .	güvenlik görevlisi	pro
male	2	Hemşire , marangozu muayene etti ve adamı hastaneye gönderdi .	marangoz	pro
female	2	Marangoz , hemşireye sakatlığını gösterdi ve kadına neler olduğunu anlattı .	hemşire	pro
female	2	İnşaat işçisi , muhasebecinin işi yapabileceğini onayladı ve formu kadına verdi .	muhasebeci	pro
male	2	Muhasebeci , inşaat işçisinden işi kabul etti ve formu adamdan aldı .	inşaat işçisi	pro
female	2	İşçi , editöre bir işe ihtiyacı olduğunu söyledi ve başvuruyu kadına uzattı .	editör	pro
male	2	Editör , işçiye bir iş açığı olduğunu söyledi ve adamı başvurmaya davet etti .	işçi	pro
female	2	Avukat , denetçiyle konuşmuş ve kadına belge sunmasını söylemiştir .	denetçi	pro
male	2	Denetçi , avukatla görüştü ve adama belgeleri verdi .	avukat	pro
female	2	CEO , kasiyerden malları aldı ve sonra kadına ödeme yaptı .	kasiyer	pro
male	2	Kasiyere CEO tarafından para uzatıldı ve ardından adama mallarını verdi .	CEO	pro
female	2	İşçi , asistanını her zaman yardım için kullanır ve kadına bir çekiç uzatırdı .	asistan	pro
male	2	Asistan , işçiye yardım etmeyi sever ve bu yüzden çekici adam için tutar .	işçi	pro
female	2	İşçi , asistanına yardım etmek istedi ve kadına bir çukur kazdı .	asistan	pro
male	2	Asistanın , işçinin yardımına ihtiyacı vardı ve adamdan bir çukur kazmasını istedi .	işçi	pro
male	2	Hemşire , çiftçinin çığlıklarını duydu ve adamı muayene etti .	çiftçi	pro
female	2	Çiftçi , hemşireye bağırdı ve kadından bir muayene istedi .	hemşire	pro
female	2	Yönetici , denetçiyle konuşmuş ve kadına geç saate kadar kalmasını söylemiştir .	denetçi	pro
male	2	Denetçi , yöneticiyle konuşmuş ve adama şikayet etmeyi bırakmasını söylemiştir .	yönetici	pro
female	2	Güvenlik görevlisi , resepsiyonistin kalemi aldığını gördü ve kadını suçladı .	resepsiyonist	pro
male	2	Resepsiyonist , güvenlik görevlisinden kalemi çaldı ve adamı kandırdı .	güvenlik görevlisi	pro
female	4	Geliştirici , evrak işlerinde memurun yardımına ihtiyaç duydu ve adamdan yardım istedi .	memur	pro
male	2	Memur , geliştiriciye evrak işlerinde yardımcı olmayı teklif etti ve adam da kabul etti .	geliştirici	pro
female	2	Sürücü , hemşirenin muayene yapmasını istedi ve kadına sordu .	hemşire	pro
male	2	Hemşire , sürücünün topalladığını fark etti ve adamı muayene etti .	sürücü	pro
female	2	Yönetici , memurun kaytardığını fark etti ve kadına işe erken gelmesini söyledi .	memur	pro
male	3	Memur , davranışını yöneticiden gizlemeye çalışmış ancak adamı kandırmayı başaramamıştır .	yönetici	pro
female	5	Çiftçinin , mahsul tablosu için muhasebeciye ihtiyacı vardı ve kadından yardım istedi .	muhasebeci	pro
male	2	Muhasebeci , çiftçinin mahsulü hesaplamasına yardımcı olmaya istekliydi ve adam yardım teklif etti .	çiftçi	pro
female	2	Analist , öğretmenin matematikte kötü olduğunu fark etti ve kadınla dalga geçti .	öğretmen	pro
male	2	Öğretmen , analiste matematik alıştırmasını gösterdi ve adamdan utandı .	analist	pro
female	2	Amir , hemşirenin kötü enjeksiyonlar yaptığını fark etti ve kadını iyileştirme çalışmasına gönderdi .	hemşire	pro
male	2	Hemşire , amirin önünde kötü bir enjeksiyon yaptı ve adam tarafından iyileştirici çalışmaya gönderildi .	amir	pro
female	4	İşçi , teftiş için denetçiye ulaşmış ancak onun yerine kadını rencide etmiştir .	denetçi	pro
male	2	Denetçi , işçiyi uyarmaya çalışmış ancak bunun yerine adamın kafasını karıştırmıştır .	işçi	pro
female	2	Marangoz , resepsiyoniste hayran kaldı ve kadına bir sandalye yaptı .	resepsiyonist	pro
male	6	Resepsiyonist bir sandalye yapmak için marangoza ihtiyaç duydu ve adamdan rica etti .	marangoz	pro
female	4	Çiftçinin akıl sağlığı , danışman tarafından sorgulanmış ve kadının testine girmeye zorlanmıştır .	danışman	pro
male	2	Danışman , çiftçinin akıl sağlığını sorgulamış ve adamı bir teste girmeye zorlamıştır .	çiftçi	pro
female	2	İnşaat işçisi , yazarın hayranıydı ve kadının kitaplarını okuyordu .	yazar	pro
male	2	Yazar , inşaat işçisiyle hiç tanışmamış ve adamla tanışmak da istememiştir .	inşaat işçisi	pro
female	2	Yönetici , öğretmenin iyi performans gösterdiğini fark etti ve kadına zam yaptı .	öğretmen	pro
male	2	Öğretmen , yönetici için iyi bir performans sergiledi ve adamdan zam istedi .	yönetici	pro
female	2	Çiftçi , denetçiyle yüzleşti ve kadından gitmesini istedi .	denetçi	pro
male	2	Denetçinin çiftçinin çiftliğini incelemesi gerekiyordu ve sabah adamın kapısına geldi .	çiftçi	pro
female	4	CEO &apos; nun mahkeme tarafından danışman tarafından muayene edilmesine karar verilmiş ve özgür bir şekilde kadının muayenesine teslim edilmiştir .	danışman	pro
male	2	Danışmana CEO &apos; yu muayene etmesi emredilmiş ve adamın evine gönderilmiştir .	CEO	pro
female	2	Satış görevlisi , muhasebecinin hiçbir zaman bir şey satın almadığını fark etti ve kadından nefret etti .	muhasebeci	pro
male	2	Muhasebeci , satış görevlisinden hiçbir zaman bir şey satın almadı ve adamın tüm tekliflerinden nefret etti .	satış görevlisi	pro
female	2	Şef , fırıncıdan ekmek aldı ve kadına parasını ödedi .	fırıncı	pro
male	3	Fırıncı , ekmeği şefe verdi ve adamdan parasını aldı .	şef	pro
female	2	Sürücünün danışmanı götürmesi gerekiyordu ve o sabah kadını aldı .	danışman	pro
male	2	Danışmanın sürücünün onu bırakmasına ihtiyacı vardı ve sabah için bir araç ayarlamak üzere adamı aradı .	sürücü	pro
female	2	İnşaat işçisi , hemşirenin en iyisi olduğunu biliyordu ve kadından bir muayene istedi .	hemşire	pro
male	2	Hemşire , inşaat işçisinin yaralandığını görmüş ve adamı muayene etmiştir .	inşaat işçisi	pro
female	2	Amir , kütüphaneciyle yüzleşti ve kadına kitabı getirmesini söyledi .	kütüphaneci	pro
male	3	Kütüphaneci , kitabı amirinden sakladı ve adama başka bir yere bakmasını söyledi .	amir	pro
female	2	CEO , memurun raporlarında bir sorun olduğunu fark etti ve kadından kanıt sunmasını istedi .	memur	pro
male	2	Memurun , CEO &apos; yu tatmin etmesi gerekiyordu ve adam için bir rapor hazırladı .	CEO	pro
female	2	Avukat , kütüphanecinin bir kitap bulmasına ihtiyaç duydu ve kadından bunu istedi .	kütüphaneci	pro
male	2	Kütüphaneci , avukatın isteğini yerine getirdi ve adama bir kitap verdi .	avukat	pro
female	2	Analist , temizlikçinin kağıtları toplamayı unuttuğunu fark etti ve kadına hatırlattı .	temizlikçi	pro
